"","ID","COUNT","MONTH","DATE","TIME","TYPE","COUNT_DAY","SESSION","LATITUDE","LONGITUDE","SPECIES","NUMBER","coords.x1","coords.x2"
"817",36292,2016,"October","10/19/2016","03:06:54 PM","Helicopter",2,6,-19.0209,34.4756,"Oribi",1,655300.953841086,7896208.13864787
"818",36293,2016,"October","10/19/2016","03:06:55 PM","Helicopter",2,6,-19.021,34.4758,"Waterbuck",3,655321.913794922,7896196.89417154
"819",36294,2016,"October","10/19/2016","03:06:58 PM","Helicopter",2,6,-19.0214,34.4764,"Waterbuck",11,655384.70054005,7896152.09287036
"820",36295,2016,"October","10/19/2016","03:07:00 PM","Helicopter",2,6,-19.0216,34.4768,"Kudu",2,655426.620203916,7896129.60368486
"821",36296,2016,"October","10/19/2016","03:07:10 PM","Helicopter",2,6,-19.0227,34.4786,"Oribi",1,655615.071262527,7896006.26562285
"822",36297,2016,"October","10/19/2016","03:07:22 PM","Helicopter",2,6,-19.0218,34.4813,"Baboon troop",1,655900.122142934,7896103.48192503
"823",36298,2016,"October","10/19/2016","03:07:50 PM","Helicopter",2,6,-19.0168,34.4769,"Oribi",2,655441.610254217,7896660.76568412
"824",36299,2016,"October","10/19/2016","03:08:14 PM","Helicopter",2,6,-19.0131,34.4706,"Impala",2,654781.853843011,7897075.82973474
"825",36300,2016,"October","10/19/2016","03:08:15 PM","Helicopter",2,6,-19.013,34.4703,"Oribi",3,654750.365647055,7897087.16152489
"826",36301,2016,"October","10/19/2016","03:08:24 PM","Helicopter",2,6,-19.0118,34.468,"Warthog",1,654509.355376494,7897221.99663241
"827",36302,2016,"October","10/19/2016","03:08:25 PM","Helicopter",2,6,-19.0113,34.4671,"Waterbuck",1,654415.074201355,7897278.12569134
"828",36303,2016,"October","10/19/2016","03:08:28 PM","Helicopter",2,6,-19.0109,34.4662,"Common reedbuck",1,654320.700198556,7897323.18656048
"829",36304,2016,"October","10/19/2016","03:09:09 PM","Helicopter",2,6,-19.0047,34.4548,"Warthog",1,653126.296264561,7898019.34594575
"830",36305,2016,"October","10/19/2016","03:09:23 PM","Helicopter",2,6,-19.0027,34.4505,"Oribi",1,652675.444170083,7898244.43612547
"831",36306,2016,"October","10/19/2016","03:10:10 PM","Helicopter",2,6,-18.9954,34.4377,"Nyala",2,651334.529113846,7899063.4279557
"832",36307,2016,"October","10/19/2016","03:11:10 PM","Helicopter",2,6,-18.9878,34.4213,"Sable",1,649614.748695347,7899918.57999157
"833",36308,2016,"October","10/19/2016","03:13:28 PM","Helicopter",2,6,-18.9885,34.4179,"Waterbuck",8,649256.161860275,7899843.99413266
"834",36309,2016,"October","10/19/2016","03:13:55 PM","Helicopter",2,6,-18.989,34.4233,"Elephant",1,649824.241607119,7899784.06921756
"835",36310,2016,"October","10/19/2016","03:14:17 PM","Helicopter",2,6,-18.9852,34.4189,"Warthog",1,649364.387875218,7900208.37198425
"836",36311,2016,"October","10/19/2016","03:15:34 PM","Helicopter",2,6,-18.9789,34.4044,"Waterbuck",2,647843.322009313,7900917.8568799
"837",36312,2016,"October","10/19/2016","03:15:42 PM","Helicopter",2,6,-18.9779,34.4043,"Warthog",2,647833.675525999,7901028.61474848
"838",36313,2016,"October","10/19/2016","03:16:25 PM","Helicopter",2,6,-18.9791,34.4043,"Sable",22,647832.616709881,7900895.80603962
"839",36314,2016,"October","10/19/2016","03:16:50 PM","Helicopter",2,6,-18.9755,34.4,"Waterbuck",1,647383.044608362,7901297.83557232
"840",36315,2016,"October","10/19/2016","03:17:11 PM","Helicopter",2,6,-18.9724,34.3943,"Warthog",1,646785.605978261,7901645.68304151
"841",36316,2016,"October","10/19/2016","03:17:12 PM","Helicopter",2,6,-18.9723,34.394,"Waterbuck",2,646754.105943955,7901657.00032189
"842",36317,2016,"October","10/19/2016","03:17:36 PM","Helicopter",2,6,-18.9688,34.3873,"Waterbuck",1,646051.699654136,7902049.92431756
"843",36318,2016,"October","10/19/2016","03:18:00 PM","Helicopter",2,6,-18.9649,34.3806,"Waterbuck",3,645349.611669528,7902487.08874585
"844",36319,2016,"October","10/19/2016","03:18:09 PM","Helicopter",2,6,-18.9635,34.378,"Waterbuck",2,645077.052879469,7902644.17292115
"845",36320,2016,"October","10/19/2016","03:18:13 PM","Helicopter",2,6,-18.9628,34.3769,"Common reedbuck",1,644961.831305805,7902722.54890806
"846",36321,2016,"October","10/19/2016","03:18:16 PM","Helicopter",2,6,-18.9623,34.3761,"Warthog",1,644878.025349386,7902778.54301697
"847",36322,2016,"October","10/19/2016","03:18:23 PM","Helicopter",2,6,-18.9612,34.3741,"Waterbuck",1,644668.378920423,7902901.92558329
"848",36323,2016,"October","10/19/2016","03:18:32 PM","Helicopter",2,6,-18.9599,34.3716,"Warthog",2,644406.252546439,7903047.84974449
"849",36324,2016,"October","10/19/2016","03:19:53 PM","Helicopter",2,6,-18.9521,34.366,"Warthog",2,643823.265246787,7903915.6712571
"850",36325,2016,"October","10/19/2016","03:20:04 PM","Helicopter",2,6,-18.953,34.3682,"Waterbuck",5,644054.160909974,7903814.27057503
"851",36326,2016,"October","10/19/2016","03:20:17 PM","Helicopter",2,6,-18.9546,34.3706,"Warthog",2,644305.51270914,7903635.23250913
"852",36327,2016,"October","10/19/2016","03:20:23 PM","Helicopter",2,6,-18.9552,34.3718,"Waterbuck",4,644431.359011712,7903567.84656006
"853",36328,2016,"October","10/19/2016","03:20:38 PM","Helicopter",2,6,-18.9568,34.375,"Oribi",2,644766.944899096,7903388.14621005
"854",36329,2016,"October","10/19/2016","03:20:43 PM","Helicopter",2,6,-18.9574,34.3761,"Baboon troop",1,644882.257934996,7903320.83907574
"855",36330,2016,"October","10/19/2016","03:20:49 PM","Helicopter",2,6,-18.9582,34.3774,"Warthog",2,645018.457348592,7903231.23212635
"856",36331,2016,"October","10/19/2016","03:21:08 PM","Helicopter",2,6,-18.9609,34.382,"Impala",3,645500.496941949,7902928.62520645
"857",36332,2016,"October","10/19/2016","03:21:09 PM","Helicopter",2,6,-18.9609,34.382,"Waterbuck",1,645500.496941949,7902928.62520645
"858",36333,2016,"October","10/19/2016","03:21:36 PM","Helicopter",2,6,-18.9587,34.3802,"Warthog",2,645312.865206149,7903173.59018741
"859",36334,2016,"October","10/19/2016","03:21:39 PM","Helicopter",2,6,-18.9592,34.3802,"Waterbuck",1,645312.4320416,7903118.25378429
"860",36335,2016,"October","10/19/2016","03:21:52 PM","Helicopter",2,6,-18.9597,34.3816,"Waterbuck",2,645459.418155658,7903061.76277414
"861",36336,2016,"October","10/19/2016","03:21:57 PM","Helicopter",2,6,-18.9592,34.3821,"Impala",18,645512.501691073,7903116.68657264
"862",36337,2016,"October","10/19/2016","03:22:00 PM","Helicopter",2,6,-18.9587,34.3823,"Waterbuck",4,645533.995485749,7903171.85791944
"863",36338,2016,"October","10/19/2016","03:22:10 PM","Helicopter",2,6,-18.9576,34.3835,"Oribi",2,645661.310918791,7903292.60707987
"864",36339,2016,"October","10/19/2016","03:22:12 PM","Helicopter",2,6,-18.9577,34.3838,"Impala",7,645692.814338078,7903281.29190239
"865",36340,2016,"October","10/19/2016","03:22:23 PM","Helicopter",2,6,-18.9572,34.3849,"Impala",14,645809.079903379,7903335.7190082
"866",36341,2016,"October","10/19/2016","03:22:47 PM","Helicopter",2,6,-18.9591,34.38,"Warthog",4,645291.458707113,7903129.48590852
"867",36342,2016,"October","10/19/2016","03:22:55 PM","Helicopter",2,6,-18.9598,34.3811,"Kudu",1,645406.681708464,7903051.10798243
"868",36343,2016,"October","10/19/2016","03:23:03 PM","Helicopter",2,6,-18.9608,34.3825,"Waterbuck",4,645553.233120841,7902939.27971339
"869",36344,2016,"October","10/19/2016","03:23:25 PM","Helicopter",2,6,-18.9612,34.3824,"Impala",6,645542.356114538,7902895.09311758
"870",36345,2016,"October","10/19/2016","03:23:26 PM","Helicopter",2,6,-18.9611,34.3825,"Warthog",1,645552.972762133,7902906.07783925
"871",36346,2016,"October","10/19/2016","03:23:26 PM","Helicopter",2,6,-18.961,34.3826,"Waterbuck",1,645563.589422204,7902917.06255557
"872",36347,2016,"October","10/19/2016","03:23:32 PM","Helicopter",2,6,-18.961,34.3836,"Impala",4,645668.888175515,7902916.2364751
"873",36348,2016,"October","10/19/2016","03:23:44 PM","Helicopter",2,6,-18.9627,34.3855,"Waterbuck",6,645867.477265923,7902726.52111566
"874",36349,2016,"October","10/19/2016","03:24:04 PM","Helicopter",2,6,-18.9651,34.3898,"Waterbuck",4,646318.163811034,7902457.34127948
"875",36350,2016,"October","10/19/2016","03:24:21 PM","Helicopter",2,6,-18.9673,34.3937,"Waterbuck",1,646726.894801224,7902210.61734762
"876",36351,2016,"October","10/19/2016","03:24:24 PM","Helicopter",2,6,-18.9676,34.3944,"Waterbuck",2,646800.338739853,7902176.83231589
"877",36352,2016,"October","10/19/2016","03:24:41 PM","Helicopter",2,6,-18.9695,34.3985,"Hartebeest",2,647230.379877815,7901963.13182413
"878",36353,2016,"October","10/19/2016","03:24:45 PM","Helicopter",2,6,-18.97,34.3993,"Waterbuck",2,647314.175649396,7901907.12632988
"879",36354,2016,"October","10/19/2016","03:24:50 PM","Helicopter",2,6,-18.9706,34.4005,"Oribi",2,647440.000326719,7901839.71836345
"880",36355,2016,"October","10/19/2016","03:25:09 PM","Helicopter",2,6,-18.9732,34.4051,"Waterbuck",1,647922.05541575,7901548.11047465
"881",36356,2016,"October","10/19/2016","03:25:24 PM","Helicopter",2,6,-18.9749,34.4086,"Waterbuck",1,648289.072923108,7901357.02203189
"882",36357,2016,"October","10/19/2016","03:25:37 PM","Helicopter",2,6,-18.9768,34.4119,"Waterbuck",3,648634.847853209,7901143.95973155
"883",36358,2016,"October","10/19/2016","03:25:39 PM","Helicopter",2,6,-18.9771,34.4124,"Impala",1,648687.226570101,7901110.33544606
"884",36359,2016,"October","10/19/2016","03:25:48 PM","Helicopter",2,6,-18.9782,34.4143,"Waterbuck",1,648886.299563658,7900986.98865644
"885",36360,2016,"October","10/19/2016","03:25:58 PM","Helicopter",2,6,-18.9797,34.4172,"Bushbuck",1,649190.302249918,7900818.52290573
"886",36361,2016,"October","10/19/2016","03:26:04 PM","Helicopter",2,6,-18.9804,34.4188,"Oribi",1,649358.139364075,7900739.69451759
"887",36362,2016,"October","10/19/2016","03:26:06 PM","Helicopter",2,6,-18.9807,34.4194,"Waterbuck",1,649421.044488961,7900705.98315933
"888",36363,2016,"October","10/19/2016","03:26:08 PM","Helicopter",2,6,-18.981,34.4199,"Oribi",1,649473.420646741,7900672.35645795
"889",36364,2016,"October","10/19/2016","03:26:13 PM","Helicopter",2,6,-18.9818,34.4212,"Ground hornbill",1,649609.579934593,7900582.71278419
"890",36365,2016,"October","10/19/2016","03:26:54 PM","Helicopter",2,6,-18.9874,34.4313,"Warthog",1,650667.943077256,7899954.32072352
"891",36366,2016,"October","10/19/2016","03:27:49 PM","Helicopter",2,6,-18.9887,34.4344,"Kudu",5,650993.151058049,7899807.78681143
"892",36367,2016,"October","10/19/2016","03:27:53 PM","Helicopter",2,6,-18.989,34.4348,"Impala",5,651034.993731039,7899774.24107928
"893",36368,2016,"October","10/19/2016","03:27:56 PM","Helicopter",2,6,-18.9893,34.4353,"Waterbuck",3,651087.364537775,7899740.60940678
"894",36369,2016,"October","10/19/2016","03:27:57 PM","Helicopter",2,6,-18.9894,34.4354,"Baboon troop",1,651097.802580899,7899729.45604372
"895",36370,2016,"October","10/19/2016","03:28:01 PM","Helicopter",2,6,-18.9898,34.4361,"Warthog",2,651171.139389041,7899684.58488828
"896",36371,2016,"October","10/19/2016","03:28:15 PM","Helicopter",2,6,-18.9915,34.4392,"Oribi",2,651495.977208678,7899493.77135067
"897",36372,2016,"October","10/19/2016","03:28:23 PM","Helicopter",2,6,-18.9925,34.441,"Nyala",4,651684.578082251,7899381.54548156
"898",36373,2016,"October","10/19/2016","03:29:33 PM","Helicopter",2,6,-19.0016,34.4579,"Common reedbuck",1,653455.488725862,7898359.74044878
"899",36374,2016,"October","10/19/2016","03:30:33 PM","Helicopter",2,6,-19.0096,34.4728,"Waterbuck",2,655016.690472782,7897461.26056287
"900",36375,2016,"October","10/19/2016","03:31:56 PM","Helicopter",2,6,-19.0093,34.4819,"Common reedbuck",1,655974.941905429,7897486.41617886
"901",36376,2016,"October","10/19/2016","03:32:06 PM","Helicopter",2,6,-19.0078,34.4788,"Common reedbuck",1,655649.994911464,7897655.17889273
"902",36377,2016,"October","10/19/2016","03:32:13 PM","Helicopter",2,6,-19.0066,34.4767,"Oribi",2,655430.037199972,7897789.84881944
"903",36378,2016,"October","10/19/2016","03:32:15 PM","Helicopter",2,6,-19.0063,34.4762,"Common reedbuck",2,655377.679132466,7897823.49376664
"904",36379,2016,"October","10/19/2016","03:34:08 PM","Helicopter",2,6,-18.9887,34.4438,"Oribi",1,651982.814538357,7899799.69693672
"905",36380,2016,"October","10/19/2016","03:34:28 PM","Helicopter",2,6,-18.9856,34.438,"Waterbuck",1,651374.97293948,7900147.78824909
"906",36381,2016,"October","10/19/2016","03:34:58 PM","Helicopter",2,6,-18.9852,34.437,"Hartebeest",3,651270.048990038,7900192.91789493
"907",36382,2016,"October","10/19/2016","03:34:59 PM","Helicopter",2,6,-18.9853,34.4368,"Sable",6,651248.901586376,7900182.02220611
"908",36383,2016,"October","10/19/2016","03:35:16 PM","Helicopter",2,6,-18.9837,34.4345,"Sable",15,651008.187836917,7900361.07681496
"909",36384,2016,"October","10/19/2016","03:35:22 PM","Helicopter",2,6,-18.9825,34.4336,"Oribi",3,650914.511338689,7900494.65859014
"910",36385,2016,"October","10/19/2016","03:35:36 PM","Helicopter",2,6,-18.9812,34.4297,"Bushbuck",1,650505.060142777,7900641.87411172
"911",36386,2016,"October","10/19/2016","03:35:41 PM","Helicopter",2,6,-18.9805,34.4283,"Bushbuck",2,650358.285647973,7900720.54252332
"912",36387,2016,"October","10/19/2016","03:35:45 PM","Helicopter",2,6,-18.9799,34.4273,"Oribi",1,650253.535686033,7900787.80095982
"913",36388,2016,"October","10/19/2016","03:35:56 PM","Helicopter",2,6,-18.9782,34.4243,"Waterbuck",4,649939.191900539,7900978.50491254
"914",36389,2016,"October","10/19/2016","03:36:06 PM","Helicopter",2,6,-18.9765,34.422,"Waterbuck",6,649698.545166626,7901168.60825851
"915",36390,2016,"October","10/19/2016","03:36:16 PM","Helicopter",2,6,-18.9749,34.4196,"Waterbuck",1,649447.275256772,7901347.72550909
"916",36391,2016,"October","10/19/2016","03:36:20 PM","Helicopter",2,6,-18.9743,34.4186,"Oribi",1,649342.518653084,7901414.97829081
"917",36392,2016,"October","10/19/2016","03:37:04 PM","Helicopter",2,6,-18.9764,34.4151,"Waterbuck",7,648972.131169683,7901185.52593115
"918",36393,2016,"October","10/19/2016","03:37:23 PM","Helicopter",2,6,-18.9737,34.4154,"Waterbuck",4,649006.118998026,7901484.09278763
"919",36394,2016,"October","10/19/2016","03:37:27 PM","Helicopter",2,6,-18.9733,34.4146,"Waterbuck",2,648922.240910889,7901529.03899534
"920",36395,2016,"October","10/19/2016","03:38:03 PM","Helicopter",2,6,-18.9741,34.412,"Sable",16,648647.771877227,7901442.6956253
"921",36396,2016,"October","10/19/2016","03:38:09 PM","Helicopter",2,6,-18.9744,34.4128,"Impala",4,648731.738877461,7901408.81809323
"922",36397,2016,"October","10/19/2016","03:38:26 PM","Helicopter",2,6,-18.9739,34.4162,"Impala",4,649090.174623971,7901461.28103563
"923",36398,2016,"October","10/19/2016","03:38:44 PM","Helicopter",2,6,-18.9725,34.4131,"Waterbuck",6,648765.012836176,7901618.84574228
"924",36399,2016,"October","10/19/2016","03:39:06 PM","Helicopter",2,6,-18.9696,34.4079,"Waterbuck",2,648220.056232182,7901944.18332323
"925",36400,2016,"October","10/19/2016","03:39:07 PM","Helicopter",2,6,-18.9694,34.4076,"Warthog",2,648188.644768154,7901966.57045476
"926",36401,2016,"October","10/19/2016","03:39:27 PM","Helicopter",2,6,-18.9675,34.4082,"Waterbuck",2,648253.501641435,7902176.34624178
"927",36402,2016,"October","10/19/2016","03:39:48 PM","Helicopter",2,6,-18.9693,34.4104,"Blue wildebeest",9,648483.557652647,7901975.28059521
"928",36403,2016,"October","10/19/2016","03:39:49 PM","Helicopter",2,6,-18.9696,34.41,"Waterbuck",2,648441.174194975,7901942.41542168
"929",36404,2016,"October","10/19/2016","03:40:13 PM","Helicopter",2,6,-18.9673,34.4035,"Waterbuck",3,647758.789169373,7902202.42864283
"930",36405,2016,"October","10/19/2016","03:40:25 PM","Helicopter",2,6,-18.9653,34.4002,"Waterbuck",1,647413.072598133,7902426.53974355
"931",36406,2016,"October","10/19/2016","03:40:28 PM","Helicopter",2,6,-18.9648,34.3994,"Waterbuck",1,647329.274615435,7902482.54551795
"932",36407,2016,"October","10/19/2016","03:40:37 PM","Helicopter",2,6,-18.9633,34.3971,"Waterbuck",2,647088.407500946,7902650.47689809
"933",36408,2016,"October","10/19/2016","03:41:08 PM","Helicopter",2,6,-18.9637,34.3978,"Impala",4,647161.76493676,7902605.62317196
"934",36409,2016,"October","10/19/2016","03:42:22 PM","Helicopter",2,6,-18.9536,34.3787,"Blue wildebeest",1,645159.327944819,7903739.25677671
"935",36410,2016,"October","10/19/2016","03:42:24 PM","Helicopter",2,6,-18.9532,34.3782,"Impala",6,645107.02225704,7903783.93735854
"936",36411,2016,"October","10/19/2016","03:42:48 PM","Helicopter",2,6,-18.9506,34.3722,"Common reedbuck",1,644477.440589845,7904076.61210694
"937",36412,2016,"October","10/19/2016","03:42:56 PM","Helicopter",2,6,-18.9508,34.3709,"Waterbuck",27,644340.372220328,7904055.54206519
"938",36413,2016,"October","10/19/2016","03:43:10 PM","Helicopter",2,6,-18.9486,34.3682,"Waterbuck",5,644057.938020563,7904301.22857629
"939",36414,2016,"October","10/19/2016","03:43:39 PM","Helicopter",2,6,-18.9435,34.3605,"Waterbuck",1,643251.435006629,7904871.92648897
"940",36415,2016,"October","10/19/2016","03:44:17 PM","Helicopter",2,6,-18.9431,34.3682,"Baboon troop",1,644062.658218472,7904909.92577181
"941",36416,2016,"October","10/19/2016","03:44:25 PM","Helicopter",2,6,-18.944,34.37,"Impala",1,644251.442002251,7904808.85004053
"942",36417,2016,"October","10/19/2016","03:45:00 PM","Helicopter",2,6,-18.949,34.3792,"Impala",1,645215.960245838,7904247.93945698
"943",36418,2016,"October","10/19/2016","03:45:18 PM","Helicopter",2,6,-18.9515,34.3837,"Impala",4,645687.667933481,7903967.54643602
"944",36419,2016,"October","10/19/2016","03:45:34 PM","Helicopter",2,6,-18.9539,34.3876,"Impala",11,646096.2670128,7903698.70492734
"945",36420,2016,"October","10/19/2016","03:45:35 PM","Helicopter",2,6,-18.954,34.3879,"Oribi",2,646127.770931589,7903687.3890449
"946",36421,2016,"October","10/19/2016","03:45:37 PM","Helicopter",2,6,-18.9543,34.3885,"Warthog",1,646190.691530851,7903653.68980552
"947",36422,2016,"October","10/19/2016","03:45:39 PM","Helicopter",2,6,-18.9546,34.389,"Bushbuck",1,646243.081614362,7903620.07327652
"948",36423,2016,"October","10/19/2016","03:46:02 PM","Helicopter",2,6,-18.9515,34.3909,"Warthog",3,646445.862989814,7903961.58312096
"949",36424,2016,"October","10/19/2016","03:46:44 PM","Helicopter",2,6,-18.9537,34.3898,"Waterbuck",32,646328.108943571,7903719.01538741
"950",36425,2016,"October","10/19/2016","03:46:45 PM","Helicopter",2,6,-18.954,34.39,"Waterbuck",27,646348.907981661,7903685.64747892
"951",36426,2016,"October","10/19/2016","03:46:48 PM","Helicopter",2,6,-18.9544,34.3902,"Nyala",4,646369.619701101,7903641.21222849
"952",36427,2016,"October","10/19/2016","03:46:50 PM","Helicopter",2,6,-18.9548,34.3905,"Warthog",2,646400.861605139,7903596.69392208
"953",36428,2016,"October","10/19/2016","03:47:01 PM","Helicopter",2,6,-18.9562,34.3928,"Waterbuck",7,646641.83466328,7903439.84018349
"954",36429,2016,"October","10/19/2016","03:47:27 PM","Helicopter",2,6,-18.9598,34.3994,"Warthog",1,647333.667320117,7903035.91331
"955",36430,2016,"October","10/19/2016","03:48:00 PM","Helicopter",2,6,-18.9578,34.4018,"Warthog",2,647588.147411308,7903255.25293605
"956",36431,2016,"October","10/19/2016","03:48:26 PM","Helicopter",2,6,-18.9596,34.4013,"Waterbuck",33,647533.913469711,7903056.45897015
"957",36432,2016,"October","10/19/2016","03:48:28 PM","Helicopter",2,6,-18.9598,34.4013,"Warthog",1,647533.737546035,7903034.32425005
"958",36433,2016,"October","10/19/2016","03:48:40 PM","Helicopter",2,6,-18.9611,34.4013,"Impala",10,647532.593998479,7902890.44855847
"959",36434,2016,"October","10/19/2016","03:48:42 PM","Helicopter",2,6,-18.9613,34.4016,"Waterbuck",2,647564.007826085,7902868.06271665
"960",36435,2016,"October","10/19/2016","03:48:51 PM","Helicopter",2,6,-18.9619,34.4034,"Waterbuck",1,647753.017868119,7902800.15065628
"961",36436,2016,"October","10/19/2016","03:49:45 PM","Helicopter",2,6,-18.9656,34.408,"Impala",2,648234.122388331,7902386.79496152
"962",36437,2016,"October","10/19/2016","03:49:51 PM","Helicopter",2,6,-18.966,34.4094,"Waterbuck",10,648381.183877886,7902341.34719152
"963",36438,2016,"October","10/19/2016","03:50:02 PM","Helicopter",2,6,-18.9671,34.412,"Warthog",2,648653.979706205,7902217.41450513
"964",36439,2016,"October","10/19/2016","03:50:18 PM","Helicopter",2,6,-18.9687,34.4159,"Waterbuck",6,649063.211521368,7902037.04117776
"965",36440,2016,"October","10/19/2016","03:50:20 PM","Helicopter",2,6,-18.9689,34.4163,"Warthog",1,649105.151666878,7902014.56788419
"966",36441,2016,"October","10/19/2016","03:50:23 PM","Helicopter",2,6,-18.9691,34.4168,"Waterbuck",3,649157.621202074,7901992.00983805
"967",36442,2016,"October","10/19/2016","03:50:25 PM","Helicopter",2,6,-18.9695,34.4174,"Kudu",2,649220.442060059,7901947.23208402
"968",36443,2016,"October","10/19/2016","03:50:28 PM","Helicopter",2,6,-18.9698,34.418,"Waterbuck",8,649283.351679119,7901913.52152913
"969",36444,2016,"October","10/19/2016","03:50:35 PM","Helicopter",2,6,-18.9706,34.4194,"Waterbuck",5,649430.050796674,7901823.79523282
"970",36445,2016,"October","10/19/2016","03:50:44 PM","Helicopter",2,6,-18.9717,34.4214,"Warthog",1,649639.656857007,7901700.35580857
"971",36446,2016,"October","10/19/2016","03:50:56 PM","Helicopter",2,6,-18.9734,34.4241,"Warthog",1,649922.428462354,7901509.91346141
"972",36447,2016,"October","10/19/2016","03:50:59 PM","Helicopter",2,6,-18.9739,34.4247,"Waterbuck",2,649985.15644664,7901454.06539481
"973",36448,2016,"October","10/19/2016","03:51:04 PM","Helicopter",2,6,-18.9746,34.4261,"Oribi",1,650131.938364472,7901375.40049946
"974",36449,2016,"October","10/19/2016","03:51:16 PM","Helicopter",2,6,-18.9755,34.4286,"Common reedbuck",2,650394.36011319,7901273.66054084
"975",36450,2016,"October","10/19/2016","03:51:24 PM","Helicopter",2,6,-18.9759,34.4278,"Waterbuck",6,650309.768310734,7901230.07350423
"976",36451,2016,"October","10/19/2016","03:51:25 PM","Helicopter",2,6,-18.9758,34.4276,"Common reedbuck",5,650288.799801746,7901241.31164438
"977",36452,2016,"October","10/19/2016","03:52:06 PM","Helicopter",2,6,-18.9792,34.4353,"Warthog",1,651096.475809373,7900858.42858776
"978",36453,2016,"October","10/19/2016","03:52:16 PM","Helicopter",2,6,-18.9803,34.4376,"Waterbuck",2,651337.64735331,7900734.7109137
"979",36454,2016,"October","10/19/2016","03:52:49 PM","Helicopter",2,6,-18.9854,34.4391,"Kudu",9,651490.967657457,7900168.97712036
"980",36455,2016,"October","10/19/2016","03:53:21 PM","Helicopter",2,6,-18.9843,34.4396,"Sable",1,651544.60569733,7900290.28966901
"981",36456,2016,"October","10/19/2016","03:53:27 PM","Helicopter",2,6,-18.985,34.4407,"Oribi",3,651659.786603465,7900211.86971161
"982",36457,2016,"October","10/19/2016","03:53:29 PM","Helicopter",2,6,-18.985,34.4409,"Impala",5,651680.843751298,7900211.69741163
"983",36458,2016,"October","10/19/2016","03:54:05 PM","Helicopter",2,6,-18.9848,34.4459,"Bushbuck",1,652207.454685448,7900229.5172482
"984",36459,2016,"October","10/19/2016","03:54:17 PM","Helicopter",2,6,-18.9863,34.4484,"Waterbuck",1,652469.304320266,7900061.34048708
"985",36460,2016,"October","10/19/2016","03:55:12 PM","Helicopter",2,6,-18.9931,34.4613,"Baboon troop",1,653821.239208686,7899297.51961279
"986",36461,2016,"October","10/19/2016","03:55:53 PM","Helicopter",2,6,-18.9981,34.4713,"Nyala",1,654869.428626211,7898735.36535143
"987",36462,2016,"October","10/19/2016","03:55:59 PM","Helicopter",2,6,-18.999,34.4727,"Kudu",1,655015.98506073,7898634.52328336
"988",36463,2016,"October","10/19/2016","03:56:35 PM","Helicopter",2,6,-19.0038,34.4808,"Warthog",2,655864.267585382,7898096.11613214
"989",36464,2016,"October","10/19/2016","03:56:59 PM","Helicopter",2,6,-19.0065,34.4786,"Common reedbuck",3,655630.149910086,7897799.23615291
"990",36465,2016,"October","10/19/2016","03:57:35 PM","Helicopter",2,6,-19.0077,34.4782,"Oribi",4,655586.924259986,7897666.77758217
"991",36466,2016,"October","10/19/2016","04:05:17 PM","Helicopter",2,6,-19.0063,34.4857,"Waterbuck",9,656377.780458573,7897815.07321299
"992",36467,2016,"October","10/19/2016","04:05:19 PM","Helicopter",2,6,-19.0065,34.4862,"Waterbuck",6,656430.230428707,7897792.49304758
"993",36468,2016,"October","10/19/2016","04:05:24 PM","Helicopter",2,6,-19.007,34.4872,"Waterbuck",1,656535.036430084,7897736.26449734
"994",36469,2016,"October","10/19/2016","04:05:31 PM","Helicopter",2,6,-19.0081,34.489,"Ground hornbill",1,656723.498306645,7897612.91598336
"995",36470,2016,"October","10/19/2016","04:05:55 PM","Helicopter",2,6,-19.0036,34.4903,"Warthog",1,656864.573045571,7898109.80584836
"996",36471,2016,"October","10/19/2016","04:05:59 PM","Helicopter",2,6,-19.0028,34.4892,"Waterbuck",1,656749.519137285,7898199.32853027
"997",36472,2016,"October","10/19/2016","04:06:46 PM","Helicopter",2,6,-18.9956,34.4748,"Nyala",6,655240.222918046,7899008.97285083
"998",36473,2016,"October","10/19/2016","04:08:07 PM","Helicopter",2,6,-18.9833,34.453,"Waterbuck",2,652956.356434677,7900389.37766986
"999",36474,2016,"October","10/19/2016","04:08:43 PM","Helicopter",2,6,-18.9779,34.4423,"Baboon troop",1,651834.67913062,7900996.28601446
"1000",36475,2016,"October","10/19/2016","04:08:47 PM","Helicopter",2,6,-18.9774,34.4415,"Impala",1,651750.899785468,7901052.3131875
"1001",36476,2016,"October","10/19/2016","04:08:49 PM","Helicopter",2,6,-18.9771,34.441,"Waterbuck",5,651698.526128316,7901085.94651779
"1002",36477,2016,"October","10/19/2016","04:08:50 PM","Helicopter",2,6,-18.9769,34.4407,"Warthog",1,651667.119949188,7901108.33994398
"1003",36478,2016,"October","10/19/2016","04:08:51 PM","Helicopter",2,6,-18.9769,34.4407,"Waterbuck",1,651667.119949188,7901108.33994398
"1004",36479,2016,"October","10/19/2016","04:08:55 PM","Helicopter",2,6,-18.9757,34.4401,"Bushbuck",1,651605.031169535,7901241.66682756
"1005",36480,2016,"October","10/19/2016","04:08:58 PM","Helicopter",2,6,-18.9755,34.4402,"Common reedbuck",1,651615.741284142,7901263.71580396
"1006",36481,2016,"October","10/19/2016","04:09:31 PM","Helicopter",2,6,-18.9758,34.4392,"Waterbuck",25,651510.178360839,7901231.3737134
"1007",36482,2016,"October","10/19/2016","04:09:33 PM","Helicopter",2,6,-18.9754,34.4389,"Impala",3,651478.952511629,7901275.90182612
