"","ID","COUNT","MONTH","DATE","TIME","TYPE","COUNT_DAY","SESSION","LATITUDE","LONGITUDE","SPECIES","NUMBER","coords.x1","coords.x2"
"8",35099,2016,"October","10/18/2016","10:52:05 AM","Helicopter",1,2,-19.0002,34.313,"Warthog",1,638202.540379881,7898634.80053633
"9",35100,2016,"October","10/18/2016","10:53:18 AM","Helicopter",1,2,-19.0019,34.3094,"Elephant",8,637822.162346749,7898449.48441296
"11",35102,2016,"October","10/18/2016","10:55:48 AM","Helicopter",1,2,-18.9884,34.3006,"Warthog",1,636906.823901866,7899950.4055239
"13",35165,2016,"October","10/18/2016","11:20:14 AM","Helicopter",1,2,-18.9843,34.3027,"Impala",1,637131.266284848,7900402.51935252
"14",35166,2016,"October","10/18/2016","11:20:16 AM","Helicopter",1,2,-18.9846,34.3029,"Nyala",1,637152.0769071,7900369.1624782
"15",35167,2016,"October","10/18/2016","11:20:28 AM","Helicopter",1,2,-18.9857,34.3048,"Common reedbuck",4,637351.209136715,7900245.94393322
"27",35223,2016,"October","10/18/2016","03:15:00 PM","Helicopter",1,3,-18.9731,34.3004,"Impala",1,636898.269891153,7901643.81494569
"28",35224,2016,"October","10/18/2016","03:15:03 PM","Helicopter",1,3,-18.9735,34.3011,"Warthog",1,636971.644830426,7901599.00279927
"29",35225,2016,"October","10/18/2016","03:15:05 PM","Helicopter",1,3,-18.9737,34.3016,"Blue wildebeest",1,637024.125369093,7901576.47994376
"30",35226,2016,"October","10/18/2016","03:15:10 PM","Helicopter",1,3,-18.9744,34.303,"Warthog",1,637170.955657372,7901497.92128454
"31",35227,2016,"October","10/18/2016","03:15:35 PM","Helicopter",1,3,-18.9771,34.3084,"Oribi",2,637737.289931557,7901194.8976397
"32",35228,2016,"October","10/18/2016","03:15:37 PM","Helicopter",1,3,-18.9774,34.3091,"Oribi",1,637810.743462185,7901161.14896192
"33",35229,2016,"October","10/18/2016","03:16:08 PM","Helicopter",1,3,-18.9811,34.3155,"Nyala",2,638481.515767387,7900746.64761621
"34",35230,2016,"October","10/18/2016","03:16:41 PM","Helicopter",1,3,-18.9816,34.316,"Common reedbuck",2,638533.744198754,7900690.91898008
"35",35231,2016,"October","10/18/2016","03:16:53 PM","Helicopter",1,3,-18.9827,34.3186,"Bushbuck",1,638806.56993623,7900567.13361736
"36",35232,2016,"October","10/18/2016","03:17:00 PM","Helicopter",1,3,-18.9835,34.3201,"Common reedbuck",1,638963.830639556,7900477.41378143
"37",35233,2016,"October","10/18/2016","03:17:54 PM","Helicopter",1,3,-18.9877,34.3266,"Nyala",12,639644.665308295,7900007.45233592
"38",35234,2016,"October","10/18/2016","03:20:19 PM","Helicopter",1,3,-18.9853,34.3328,"Waterbuck",2,640299.412612767,7900268.13399719
"39",35235,2016,"October","10/18/2016","03:20:52 PM","Helicopter",1,3,-18.9859,34.3327,"Waterbuck",10,640288.381864331,7900201.81085323
"40",35236,2016,"October","10/18/2016","03:21:14 PM","Helicopter",1,3,-18.986,34.3334,"Waterbuck",2,640361.995014438,7900190.18577613
"41",35237,2016,"October","10/18/2016","03:21:23 PM","Helicopter",1,3,-18.9858,34.3315,"Hartebeest",7,640162.127948591,7900213.83376702
"42",35238,2016,"October","10/18/2016","03:21:26 PM","Helicopter",1,3,-18.9855,34.3308,"Waterbuck",3,640088.681921075,7900247.59229908
"43",35239,2016,"October","10/18/2016","03:21:27 PM","Helicopter",1,3,-18.9851,34.3305,"Warthog",1,640057.431950646,7900292.09949938
"44",35240,2016,"October","10/18/2016","03:21:31 PM","Helicopter",1,3,-18.9844,34.3302,"Common reedbuck",2,640026.432627777,7900369.8080197
"45",35241,2016,"October","10/18/2016","03:21:35 PM","Helicopter",1,3,-18.9834,34.3298,"Waterbuck",2,639985.155472606,7900480.79734808
"46",35242,2016,"October","10/18/2016","03:21:46 PM","Helicopter",1,3,-18.9819,34.3276,"Oribi",2,639754.784763679,7900648.55168946
"47",35243,2016,"October","10/18/2016","03:22:04 PM","Helicopter",1,3,-18.9796,34.3231,"Oribi",3,639282.920632336,7900906.66031585
"48",35244,2016,"October","10/18/2016","03:22:12 PM","Helicopter",1,3,-18.9786,34.321,"Oribi",1,639062.652209093,7901018.99072599
"49",35245,2016,"October","10/18/2016","03:22:29 PM","Helicopter",1,3,-18.9764,34.3167,"Baboon troop",1,638611.744527146,7901265.8559926
"50",35246,2016,"October","10/18/2016","03:22:31 PM","Helicopter",1,3,-18.9762,34.3163,"Nyala",1,638569.795196826,7901288.30485706
"51",35247,2016,"October","10/18/2016","03:22:39 PM","Helicopter",1,3,-18.9761,34.3146,"Buffalo",14,638390.890093091,7901300.70842384
"52",35248,2016,"October","10/18/2016","03:22:57 PM","Helicopter",1,3,-18.9746,34.3116,"Oribi",1,638076.265399287,7901469.06851087
"53",35249,2016,"October","10/18/2016","03:23:26 PM","Helicopter",1,3,-18.9699,34.3047,"Impala",11,637353.632145588,7901994.61276899
"54",35250,2016,"October","10/18/2016","03:23:35 PM","Helicopter",1,3,-18.9687,34.3022,"Warthog",1,637091.387371914,7902129.36386875
"76",35308,2016,"October","10/18/2016","03:38:52 PM","Helicopter",1,3,-18.9639,34.3017,"Waterbuck",38,637042.664952797,7902660.96912878
"77",35309,2016,"October","10/18/2016","03:38:54 PM","Helicopter",1,3,-18.9639,34.3019,"Impala",1,637063.723782963,7902660.81361164
"78",35310,2016,"October","10/18/2016","03:38:56 PM","Helicopter",1,3,-18.9641,34.3024,"Warthog",3,637116.207330738,7902638.29070041
"79",35311,2016,"October","10/18/2016","03:38:58 PM","Helicopter",1,3,-18.9642,34.3026,"Oribi",3,637137.184360504,7902627.06809043
"80",35312,2016,"October","10/18/2016","03:39:00 PM","Helicopter",1,3,-18.9645,34.3031,"Warthog",1,637189.585922615,7902593.47794933
"81",35313,2016,"October","10/18/2016","03:39:17 PM","Helicopter",1,3,-18.9664,34.3067,"Waterbuck",3,637567.085063139,7902380.39844679
"82",35314,2016,"October","10/18/2016","03:39:55 PM","Helicopter",1,3,-18.9708,34.3155,"Waterbuck",6,638490.027689656,7901886.55544651
"83",35315,2016,"October","10/18/2016","03:39:58 PM","Helicopter",1,3,-18.9711,34.3162,"Impala",8,638563.482898888,7901852.80389787
"84",35316,2016,"October","10/18/2016","03:40:01 PM","Helicopter",1,3,-18.9716,34.3171,"Waterbuck",4,638657.830401931,7901796.7605193
"85",35317,2016,"October","10/18/2016","03:40:23 PM","Helicopter",1,3,-18.974,34.3217,"Waterbuck",1,639140.1715435,7901527.52394661
"86",35318,2016,"October","10/18/2016","03:40:42 PM","Helicopter",1,3,-18.9763,34.3258,"Common reedbuck",1,639569.939010038,7901269.73723869
"87",35319,2016,"October","10/18/2016","03:41:00 PM","Helicopter",1,3,-18.9784,34.3299,"Waterbuck",4,639999.862074847,7901034.07398757
"88",35320,2016,"October","10/18/2016","03:41:06 PM","Helicopter",1,3,-18.9791,34.3315,"Waterbuck",3,640167.734079221,7900955.3314994
"89",35321,2016,"October","10/18/2016","03:41:08 PM","Helicopter",1,3,-18.9792,34.3317,"Oribi",2,640188.707526327,7900944.10518378
"90",35322,2016,"October","10/18/2016","03:41:16 PM","Helicopter",1,3,-18.9802,34.3333,"Waterbuck",8,640356.326677626,7900832.15947378
"91",35323,2016,"October","10/18/2016","03:41:27 PM","Helicopter",1,3,-18.9816,34.3351,"Bushbuck",1,640544.665157036,7900675.78392876
"92",35324,2016,"October","10/18/2016","03:41:39 PM","Helicopter",1,3,-18.9825,34.3376,"Waterbuck",1,640807.119120794,7900574.18238271
"94",35326,2016,"October","10/18/2016","03:44:48 PM","Helicopter",1,3,-18.9804,34.3426,"Warthog",2,641335.309572036,7900802.58718884
"95",35327,2016,"October","10/18/2016","03:44:54 PM","Helicopter",1,3,-18.9795,34.3411,"Waterbuck",2,641178.140280509,7900903.39482525
"96",35328,2016,"October","10/18/2016","03:45:18 PM","Helicopter",1,3,-18.976,34.3347,"Waterbuck",1,640507.247622308,7901295.86283794
"97",35329,2016,"October","10/18/2016","03:45:37 PM","Helicopter",1,3,-18.9733,34.3299,"Oribi",1,640004.122865867,7901598.49696383
"98",35330,2016,"October","10/18/2016","03:46:05 PM","Helicopter",1,3,-18.9698,34.323,"Warthog",1,639280.536546407,7901991.31435599
"99",35331,2016,"October","10/18/2016","03:46:12 PM","Helicopter",1,3,-18.9687,34.3213,"Warthog",1,639102.454376867,7902114.39515819
"100",35332,2016,"October","10/18/2016","03:46:18 PM","Helicopter",1,3,-18.9677,34.32,"Waterbuck",4,638966.403985883,7902226.09162306
"101",35333,2016,"October","10/18/2016","03:46:19 PM","Helicopter",1,3,-18.9675,34.3197,"Warthog",1,638934.982013887,7902248.4623194
"102",35334,2016,"October","10/18/2016","03:46:20 PM","Helicopter",1,3,-18.9674,34.3195,"Common reedbuck",1,638914.006372945,7902259.68706088
"103",35335,2016,"October","10/18/2016","03:46:30 PM","Helicopter",1,3,-18.9661,34.317,"Waterbuck",2,638651.850164599,7902405.52771311
"104",35336,2016,"October","10/18/2016","03:46:31 PM","Helicopter",1,3,-18.966,34.3167,"Warthog",1,638620.34485728,7902416.8307704
"105",35337,2016,"October","10/18/2016","03:46:47 PM","Helicopter",1,3,-18.9645,34.3181,"Common reedbuck",2,638768.99692601,7902581.73494206
"106",35338,2016,"October","10/18/2016","03:47:05 PM","Helicopter",1,3,-18.9655,34.3167,"Impala",20,638620.758220049,7902472.16606546
"107",35339,2016,"October","10/18/2016","03:47:13 PM","Helicopter",1,3,-18.9656,34.3154,"Warthog",1,638483.793923183,7902462.12101974
"108",35340,2016,"October","10/18/2016","03:47:14 PM","Helicopter",1,3,-18.9655,34.3152,"Waterbuck",5,638462.817794107,7902473.34521635
"109",35341,2016,"October","10/18/2016","03:47:58 PM","Helicopter",1,3,-18.9598,34.3049,"Waterbuck",4,637382.964902781,7903112.22552606
"113",35345,2016,"October","10/18/2016","03:49:05 PM","Helicopter",1,3,-18.9619,34.3038,"Kudu",7,637265.419737714,7902880.675217
"114",35346,2016,"October","10/18/2016","03:49:10 PM","Helicopter",1,3,-18.961,34.3046,"Waterbuck",10,637350.393176164,7902979.65516181
"115",35347,2016,"October","10/18/2016","03:49:13 PM","Helicopter",1,3,-18.9605,34.3046,"Warthog",5,637350.802633154,7903034.99021629
"116",35348,2016,"October","10/18/2016","03:49:15 PM","Helicopter",1,3,-18.9599,34.3045,"Bushbuck",1,637340.764292282,7903101.47018692
"117",35349,2016,"October","10/18/2016","03:49:49 PM","Helicopter",1,3,-18.9571,34.3055,"Impala",27,637448.355341661,7903410.56715008
"150",35407,2016,"October","10/18/2016","04:15:53 PM","Helicopter",1,3,-18.9526,34.301,"Common reedbuck",3,636978.186056494,7903912.0837431
"151",35408,2016,"October","10/18/2016","04:16:06 PM","Helicopter",1,3,-18.9542,34.3044,"Common reedbuck",1,637334.900831638,7903732.36743271
"152",35409,2016,"October","10/18/2016","04:16:07 PM","Helicopter",1,3,-18.9543,34.3047,"Bushbuck",1,637366.409061571,7903721.06676161
"153",35410,2016,"October","10/18/2016","04:16:13 PM","Helicopter",1,3,-18.9549,34.306,"Waterbuck",3,637502.807728001,7903653.65152474
"154",35411,2016,"October","10/18/2016","04:16:16 PM","Helicopter",1,3,-18.9555,34.3069,"Common reedbuck",2,637597.085614561,7903586.54740334
"155",35412,2016,"October","10/18/2016","04:16:37 PM","Helicopter",1,3,-18.957,34.3057,"Waterbuck",32,637469.496996461,7903421.47823674
"156",35413,2016,"October","10/18/2016","04:16:43 PM","Helicopter",1,3,-18.9557,34.3051,"Baboon troop",1,637407.382591522,7903565.8170343
"157",35414,2016,"October","10/18/2016","04:16:51 PM","Helicopter",1,3,-18.9541,34.306,"Impala",5,637503.463354106,7903742.18759452
"158",35415,2016,"October","10/18/2016","04:17:15 PM","Helicopter",1,3,-18.9576,34.3102,"Waterbuck",1,637942.847727912,7903351.5614857
"159",35416,2016,"October","10/18/2016","04:17:38 PM","Helicopter",1,3,-18.9603,34.3151,"Waterbuck",7,638456.581557129,7903048.91038657
"160",35417,2016,"October","10/18/2016","04:18:18 PM","Helicopter",1,3,-18.9602,34.3149,"Impala",15,638435.604722975,7903060.13450294
"161",35418,2016,"October","10/18/2016","04:18:23 PM","Helicopter",1,3,-18.9603,34.3154,"Warthog",2,638488.170615384,7903048.67473688
"162",35419,2016,"October","10/18/2016","04:18:41 PM","Helicopter",1,3,-18.9622,34.3177,"Impala",6,638728.781883159,7902836.59221049
"163",35420,2016,"October","10/18/2016","04:18:42 PM","Helicopter",1,3,-18.9623,34.3178,"Waterbuck",2,638739.22873133,7902825.44644553
"164",35421,2016,"October","10/18/2016","04:19:16 PM","Helicopter",1,3,-18.9614,34.3178,"Waterbuck",12,638739.973258602,7902925.04997189
"165",35422,2016,"October","10/18/2016","04:19:56 PM","Helicopter",1,3,-18.9634,34.3198,"Waterbuck",2,638948.908772073,7902702.13332926
"166",35423,2016,"October","10/18/2016","04:19:59 PM","Helicopter",1,3,-18.9635,34.3203,"Common reedbuck",2,639001.473420225,7902690.67202141
"167",35424,2016,"October","10/18/2016","04:20:07 PM","Helicopter",1,3,-18.9644,34.3223,"Oribi",2,639211.316376027,7902589.48987409
"168",35425,2016,"October","10/18/2016","04:20:26 PM","Helicopter",1,3,-18.9664,34.3261,"Nyala",1,639609.77056769,7902365.14226056
"169",35426,2016,"October","10/18/2016","04:20:29 PM","Helicopter",1,3,-18.9666,34.3265,"Warthog",1,639651.721344642,7902342.69114345
"170",35427,2016,"October","10/18/2016","04:20:30 PM","Helicopter",1,3,-18.9668,34.3269,"Nyala",1,639693.672024759,7902320.23992454
"171",35428,2016,"October","10/18/2016","04:20:39 PM","Helicopter",1,3,-18.9678,34.3285,"Warthog",2,639861.306932271,7902208.29982492
"172",35429,2016,"October","10/18/2016","04:20:46 PM","Helicopter",1,3,-18.9686,34.3301,"Nyala",2,640029.106927163,7902118.49228921
"173",35430,2016,"October","10/18/2016","04:22:17 PM","Helicopter",1,3,-18.9777,34.3479,"Nyala",1,641895.608005022,7901097.13917595
"174",35431,2016,"October","10/18/2016","04:22:21 PM","Helicopter",1,3,-18.9781,34.3486,"Nyala",2,641968.970018409,7901052.30633393
"175",35432,2016,"October","10/18/2016","04:22:25 PM","Helicopter",1,3,-18.9785,34.3493,"Baboon troop",1,642042.331689604,7901007.47317678
"176",35433,2016,"October","10/18/2016","04:23:16 PM","Helicopter",1,3,-18.9742,34.3506,"Warthog",2,642182.852755768,7901482.31346668
"177",35434,2016,"October","10/18/2016","04:23:20 PM","Helicopter",1,3,-18.9734,34.3493,"Warthog",5,642046.654707531,7901571.89970641
"178",35435,2016,"October","10/18/2016","04:24:04 PM","Helicopter",1,3,-18.9676,34.3381,"Waterbuck",1,640872.285455183,7902222.78716987
"179",35436,2016,"October","10/18/2016","04:24:06 PM","Helicopter",1,3,-18.9673,34.3376,"Warthog",1,640819.890915642,7902256.38820969
"180",35437,2016,"October","10/18/2016","04:24:33 PM","Helicopter",1,3,-18.9637,34.3313,"Nyala",3,640159.553519156,7902659.82670393
"181",35438,2016,"October","10/18/2016","04:24:50 PM","Helicopter",1,3,-18.9617,34.3335,"Nyala",3,640392.877490712,7902879.41809165
"182",35439,2016,"October","10/18/2016","04:24:56 PM","Helicopter",1,3,-18.9626,34.3331,"Warthog",1,640350.005664811,7902780.1326085
"183",35440,2016,"October","10/18/2016","04:25:02 PM","Helicopter",1,3,-18.9633,34.3318,"Impala",19,640212.535603619,7902703.69746264
"184",35441,2016,"October","10/18/2016","04:25:05 PM","Helicopter",1,3,-18.9634,34.3313,"Kudu",6,640159.804261017,7902693.02802878
"185",35442,2016,"October","10/18/2016","04:25:48 PM","Helicopter",1,3,-18.9636,34.3286,"Oribi",2,639875.339836264,7902673.03869941
"186",35443,2016,"October","10/18/2016","04:25:49 PM","Helicopter",1,3,-18.9632,34.3286,"Waterbuck",8,639875.673477624,7902717.3070934
"187",35444,2016,"October","10/18/2016","04:25:52 PM","Helicopter",1,3,-18.9627,34.3284,"Warthog",1,639855.031359912,7902772.80128412
"188",35445,2016,"October","10/18/2016","04:26:08 PM","Helicopter",1,3,-18.96,34.3245,"Oribi",1,639446.622902598,7903074.70237365
"189",35446,2016,"October","10/18/2016","04:26:09 PM","Helicopter",1,3,-18.9599,34.3243,"Warthog",2,639425.646556774,7903085.92764443
"190",35447,2016,"October","10/18/2016","04:26:12 PM","Helicopter",1,3,-18.9596,34.3238,"Bushbuck",1,639373.247132727,7903119.52424868
"191",35448,2016,"October","10/18/2016","04:26:26 PM","Helicopter",1,3,-18.9576,34.3198,"Waterbuck",1,638953.713794128,7903344.02304255
"192",35449,2016,"October","10/18/2016","04:26:43 PM","Helicopter",1,3,-18.9553,34.3153,"Oribi",1,638481.768487525,7903602.10554752
"193",35450,2016,"October","10/18/2016","04:26:47 PM","Helicopter",1,3,-18.9548,34.3145,"Bushbuck",1,638397.94094265,7903658.06883437
"194",35451,2016,"October","10/18/2016","04:26:56 PM","Helicopter",1,3,-18.9534,34.3116,"Impala",6,638093.7224873,7903815.28079796
"195",35452,2016,"October","10/18/2016","04:27:19 PM","Helicopter",1,3,-18.9503,34.3056,"Common reedbuck",3,637464.456083162,7904163.04562768
"196",35453,2016,"October","10/18/2016","04:27:35 PM","Helicopter",1,3,-18.9477,34.3016,"Warthog",1,637045.368079502,7904453.90004088
"197",35454,2016,"October","10/18/2016","04:27:36 PM","Helicopter",1,3,-18.9475,34.3014,"Warthog",1,637024.470487895,7904476.18937894
"198",35455,2016,"October","10/18/2016","04:27:42 PM","Helicopter",1,3,-18.9469,34.3001,"Common reedbuck",1,636888.064062084,7904543.60056096
"234",35527,2016,"October","10/18/2016","04:44:29 PM","Helicopter",1,3,-18.9429,34.3018,"Bushbuck",2,637070.348203166,7904984.95986408
"235",35528,2016,"October","10/18/2016","04:44:31 PM","Helicopter",1,3,-18.943,34.3021,"Oribi",1,637101.858745727,7904973.65979911
"236",35529,2016,"October","10/18/2016","04:44:37 PM","Helicopter",1,3,-18.9436,34.3033,"Bushbuck",1,637227.737089322,7904906.32500596
"237",35530,2016,"October","10/18/2016","04:44:46 PM","Helicopter",1,3,-18.9447,34.305,"Bushbuck",1,637405.858629152,7904783.26499877
"238",35531,2016,"October","10/18/2016","04:44:48 PM","Helicopter",1,3,-18.9449,34.3054,"Common reedbuck",1,637447.817407332,7904760.81942866
"239",35532,2016,"October","10/18/2016","04:44:49 PM","Helicopter",1,3,-18.945,34.3056,"Warthog",1,637468.796760132,7904749.59660551
"240",35533,2016,"October","10/18/2016","04:44:54 PM","Helicopter",1,3,-18.9455,34.3066,"Oribi",1,637573.693161228,7904693.48210868
"241",35534,2016,"October","10/18/2016","04:44:59 PM","Helicopter",1,3,-18.946,34.3075,"Common reedbuck",2,637668.058399154,7904637.44501636
"242",35535,2016,"October","10/18/2016","04:45:06 PM","Helicopter",1,3,-18.9466,34.3089,"Common reedbuck",7,637814.993639605,7904569.94986068
"243",35536,2016,"October","10/18/2016","04:45:14 PM","Helicopter",1,3,-18.9471,34.3102,"Common reedbuck",1,637951.479570017,7904513.59869151
"244",35537,2016,"October","10/18/2016","04:45:25 PM","Helicopter",1,3,-18.9478,34.3119,"Oribi",2,638129.922026731,7904434.79924854
"245",35538,2016,"October","10/18/2016","04:45:35 PM","Helicopter",1,3,-18.948,34.312,"Impala",26,638140.287881971,7904412.5868952
"246",35539,2016,"October","10/18/2016","04:45:37 PM","Helicopter",1,3,-18.948,34.312,"Waterbuck",5,638140.287881971,7904412.5868952
"247",35540,2016,"October","10/18/2016","04:45:42 PM","Helicopter",1,3,-18.9482,34.3122,"Common reedbuck",3,638161.184146338,7904390.29621193
"248",35541,2016,"October","10/18/2016","04:45:51 PM","Helicopter",1,3,-18.9491,34.3131,"Warthog",1,638255.216710255,7904289.98780112
"249",35542,2016,"October","10/18/2016","04:45:57 PM","Helicopter",1,3,-18.9495,34.3138,"Blue wildebeest",8,638328.599709158,7904245.17085984
"250",35543,2016,"October","10/18/2016","04:45:58 PM","Helicopter",1,3,-18.9495,34.3139,"Common reedbuck",2,638339.130068809,7904245.09243162
"251",35544,2016,"October","10/18/2016","04:46:20 PM","Helicopter",1,3,-18.9487,34.3155,"Waterbuck",19,638508.276086106,7904332.37305541
"252",35545,2016,"October","10/18/2016","04:46:44 PM","Helicopter",1,3,-18.9519,34.3184,"Waterbuck",3,638811.011416743,7903975.94782637
"253",35546,2016,"October","10/18/2016","04:47:47 PM","Helicopter",1,3,-18.9528,34.3161,"Bushbuck",1,638568.073141952,7903878.15316605
"254",35547,2016,"October","10/18/2016","04:47:58 PM","Helicopter",1,3,-18.9537,34.3159,"Impala",17,638546.269695115,7903778.70692401
"255",35548,2016,"October","10/18/2016","04:48:52 PM","Helicopter",1,3,-18.9548,34.3238,"Waterbuck",14,639377.235094172,7903650.74382248
"256",35549,2016,"October","10/18/2016","04:49:36 PM","Helicopter",1,3,-18.9541,34.3249,"Waterbuck",7,639493.647757619,7903727.34353202
"257",35550,2016,"October","10/18/2016","04:49:38 PM","Helicopter",1,3,-18.9541,34.325,"Kudu",5,639504.177865751,7903727.26442435
"258",35551,2016,"October","10/18/2016","04:49:40 PM","Helicopter",1,3,-18.9543,34.3251,"Nyala",4,639514.541671257,7903705.05115936
"259",35552,2016,"October","10/18/2016","04:49:45 PM","Helicopter",1,3,-18.9547,34.3253,"Waterbuck",2,639535.269202843,7903660.62460583
"260",35553,2016,"October","10/18/2016","04:49:49 PM","Helicopter",1,3,-18.9554,34.3255,"Bushbuck",2,639555.747085376,7903582.99678606
"261",35554,2016,"October","10/18/2016","04:50:08 PM","Helicopter",1,3,-18.9574,34.3285,"Common reedbuck",2,639869.980601,7903359.27793792
"262",35555,2016,"October","10/18/2016","04:50:14 PM","Helicopter",1,3,-18.9577,34.3298,"Common reedbuck",2,640006.619114333,7903325.04483457
"263",35556,2016,"October","10/18/2016","04:50:15 PM","Helicopter",1,3,-18.9577,34.33,"Waterbuck",2,640027.678911876,7903324.88600205
"264",35557,2016,"October","10/18/2016","04:50:42 PM","Helicopter",1,3,-18.9581,34.3289,"Waterbuck",15,639911.516418818,7903281.49091168
"265",35558,2016,"October","10/18/2016","04:50:45 PM","Helicopter",1,3,-18.9584,34.3292,"Oribi",2,639942.855752624,7903248.05152655
"266",35559,2016,"October","10/18/2016","04:50:48 PM","Helicopter",1,3,-18.9588,34.3293,"Impala",1,639953.051869492,7903203.70376435
"267",35560,2016,"October","10/18/2016","04:50:51 PM","Helicopter",1,3,-18.9595,34.3289,"Waterbuck",2,639910.348683628,7903126.55159043
"268",35561,2016,"October","10/18/2016","04:50:54 PM","Helicopter",1,3,-18.9598,34.3286,"Warthog",1,639878.509154939,7903093.58836945
"269",35562,2016,"October","10/18/2016","04:50:56 PM","Helicopter",1,3,-18.96,34.3278,"Warthog",3,639794.104375666,7903072.08876312
"270",35563,2016,"October","10/18/2016","04:51:00 PM","Helicopter",1,3,-18.9602,34.327,"Impala",1,639709.699817368,7903050.5887852
"271",35564,2016,"October","10/18/2016","04:51:08 PM","Helicopter",1,3,-18.9591,34.3257,"Waterbuck",11,639573.728665744,7903173.35647754
"272",35565,2016,"October","10/18/2016","04:51:19 PM","Helicopter",1,3,-18.9577,34.3281,"Oribi",1,639827.610889915,7903326.39394587
"273",35566,2016,"October","10/18/2016","04:51:26 PM","Helicopter",1,3,-18.9586,34.3294,"Waterbuck",1,639963.748578584,7903225.75856912
"274",35567,2016,"October","10/18/2016","04:51:37 PM","Helicopter",1,3,-18.9594,34.3318,"Common reedbuck",1,640215.796107896,7903135.31465837
"275",35568,2016,"October","10/18/2016","04:51:41 PM","Helicopter",1,3,-18.9594,34.3327,"Waterbuck",4,640310.5643075,7903134.59859343
"276",35569,2016,"October","10/18/2016","04:51:43 PM","Helicopter",1,3,-18.9594,34.3329,"Oribi",5,640331.623911146,7903134.43940214
"277",35570,2016,"October","10/18/2016","04:51:47 PM","Helicopter",1,3,-18.9596,34.3338,"Oribi",1,640426.224703491,7903111.58852022
"278",35571,2016,"October","10/18/2016","04:52:24 PM","Helicopter",1,3,-18.9642,34.3413,"Kudu",7,641212.086824474,7902596.50895933
"279",35572,2016,"October","10/18/2016","04:52:54 PM","Helicopter",1,3,-18.9675,34.3477,"Nyala",3,641883.184902866,7902226.15237731
"280",35573,2016,"October","10/18/2016","04:53:17 PM","Helicopter",1,3,-18.9697,34.3522,"Warthog",3,642355.137575994,7901979.04496973
"281",35574,2016,"October","10/18/2016","04:53:19 PM","Helicopter",1,3,-18.9699,34.3526,"Impala",1,642397.084570679,7901956.58736835
"282",35575,2016,"October","10/18/2016","04:53:40 PM","Helicopter",1,3,-18.9727,34.357,"Warthog",1,642857.983721811,7901643.14376121
"283",35576,2016,"October","10/18/2016","04:54:08 PM","Helicopter",1,3,-18.9688,34.361,"Waterbuck",6,643282.479600961,7902071.51707528
"284",35577,2016,"October","10/18/2016","04:55:07 PM","Helicopter",1,3,-18.9608,34.3448,"Nyala",4,641583.490983833,7902969.98435139
"285",35578,2016,"October","10/18/2016","04:55:10 PM","Helicopter",1,3,-18.9604,34.3441,"Common reedbuck",1,641510.120197381,7903014.81503354
"286",35579,2016,"October","10/18/2016","04:55:28 PM","Helicopter",1,3,-18.9582,34.3398,"Waterbuck",8,641059.190202424,7903261.73826226
"287",35580,2016,"October","10/18/2016","04:55:29 PM","Helicopter",1,3,-18.9581,34.3396,"Impala",2,641038.214480042,7903272.96540162
"288",35581,2016,"October","10/18/2016","04:56:00 PM","Helicopter",1,3,-18.9573,34.3365,"Waterbuck",38,640712.458597133,7903363.97941157
"289",35582,2016,"October","10/18/2016","04:56:15 PM","Helicopter",1,3,-18.9558,34.3361,"Oribi",2,640671.596599481,7903530.30536377
"290",35583,2016,"October","10/18/2016","04:56:16 PM","Helicopter",1,3,-18.9557,34.3358,"Impala",2,640640.090313576,7903541.61179243
"291",35584,2016,"October","10/18/2016","04:56:46 PM","Helicopter",1,3,-18.952,34.3286,"Kudu",5,639885.012677952,7903956.82139215
"292",35585,2016,"October","10/18/2016","04:56:50 PM","Helicopter",1,3,-18.9515,34.3278,"Impala",6,639801.187223256,7904012.7911598
"293",35586,2016,"October","10/18/2016","04:56:53 PM","Helicopter",1,3,-18.9513,34.3273,"Waterbuck",5,639748.702377846,7904035.32158935
"294",35587,2016,"October","10/18/2016","04:56:55 PM","Helicopter",1,3,-18.951,34.3271,"Impala",12,639727.891587164,7904068.68129168
"295",35588,2016,"October","10/18/2016","04:57:07 PM","Helicopter",1,3,-18.9499,34.3242,"Common reedbuck",2,639423.426607502,7904192.71405846
"296",35589,2016,"October","10/18/2016","04:57:09 PM","Helicopter",1,3,-18.9496,34.3237,"Waterbuck",8,639371.023899273,7904226.31042061
"297",35590,2016,"October","10/18/2016","04:57:13 PM","Helicopter",1,3,-18.9491,34.3224,"Impala",2,639234.543710652,7904282.67244017
"298",35591,2016,"October","10/18/2016","04:57:19 PM","Helicopter",1,3,-18.9482,34.3208,"Baboon troop",1,639066.802860087,7904383.53816442
"299",35592,2016,"October","10/18/2016","04:57:38 PM","Helicopter",1,3,-18.947,34.3215,"Warthog",2,639141.510890912,7904515.790812
"300",35593,2016,"October","10/18/2016","04:57:40 PM","Helicopter",1,3,-18.9473,34.3215,"Waterbuck",13,639141.262204025,7904482.58964711
"301",35594,2016,"October","10/18/2016","04:58:24 PM","Helicopter",1,3,-18.9421,34.3103,"Oribi",1,637966.119160793,7905066.87111691
"302",35595,2016,"October","10/18/2016","04:58:25 PM","Helicopter",1,3,-18.9418,34.3097,"Oribi",2,637903.180692335,7905100.54117296
"303",35596,2016,"October","10/18/2016","04:58:31 PM","Helicopter",1,3,-18.9412,34.3083,"Common reedbuck",1,637756.24137751,7905168.03674626
