"StudySite","Operation","CommName","Count","RAI"
"L05",42,"Mongoose_dwarf",0,0
"L07",42,"Mongoose_dwarf",0,0
"L09",40,"Mongoose_dwarf",0,0
"L11",42,"Mongoose_dwarf",0,0
"L13",42,"Mongoose_dwarf",0,0
"M08",42,"Mongoose_dwarf",0,0
"M10",42,"Mongoose_dwarf",0,0
"A06",42,"Nyala",0,0
"A08",42,"Nyala",0,0
"A10",42,"Nyala",12,0.285714285714286
"B05",42,"Nyala",0,0
"B07",42,"Nyala",4,0.0952380952380952
"B09",42,"Nyala",1,0.0238095238095238
"C06",42,"Nyala",3,0.0714285714285714
"C08",42,"Nyala",11,0.261904761904762
"D03",42,"Nyala",2,0.0476190476190476
"D05",42,"Nyala",13,0.30952380952381
"D07",17,"Nyala",2,0.117647058823529
"D09",0,"Nyala",0,NA
"E02",42,"Nyala",0,0
"E04",42,"Nyala",1,0.0238095238095238
"E06",42,"Nyala",38,0.904761904761905
"E08",42,"Nyala",0,0
"E10",42,"Nyala",0,0
"E12",42,"Nyala",0,0
"F01",42,"Nyala",0,0
"F03",42,"Nyala",1,0.0238095238095238
"F05",0,"Nyala",4,NA
"F07",42,"Nyala",10,0.238095238095238
"F09",42,"Nyala",0,0
"F11",42,"Nyala",1,0.0238095238095238
"G02",32,"Nyala",0,0
"G04",42,"Nyala",0,0
"G06",42,"Nyala",6,0.142857142857143
"G08",42,"Nyala",0,0
"G10",42,"Nyala",6,0.142857142857143
"G12",42,"Nyala",2,0.0476190476190476
"H03",42,"Nyala",0,0
"H05",42,"Nyala",0,0
"H07",42,"Nyala",8,0.19047619047619
"H09",42,"Nyala",1,0.0238095238095238
"H11",42,"Nyala",1,0.0238095238095238
"H13",42,"Nyala",0,0
"I04",42,"Nyala",0,0
"I06",42,"Nyala",1,0.0238095238095238
"I08",42,"Nyala",7,0.166666666666667
"I10",42,"Nyala",1,0.0238095238095238
"I12",42,"Nyala",0,0
"I14",42,"Nyala",0,0
"J03",42,"Nyala",0,0
"J05",42,"Nyala",0,0
"J07",42,"Nyala",0,0
"J09",42,"Nyala",2,0.0476190476190476
"J11",42,"Nyala",3,0.0714285714285714
"J13",42,"Nyala",1,0.0238095238095238
"K04",0,"Nyala",0,NA
"K06",42,"Nyala",1,0.0238095238095238
"K08",42,"Nyala",0,0
"K10",42,"Nyala",0,0
"K12",42,"Nyala",1,0.0238095238095238
"L05",42,"Nyala",0,0
"L07",42,"Nyala",0,0
"L09",40,"Nyala",1,0.025
"L11",42,"Nyala",17,0.404761904761905
"L13",42,"Nyala",7,0.166666666666667
"M08",42,"Nyala",0,0
"M10",42,"Nyala",0,0
"A06",42,"Oribi",15,0.357142857142857
"A08",42,"Oribi",1,0.0238095238095238
"A10",42,"Oribi",0,0
"B05",42,"Oribi",21,0.5
"B07",42,"Oribi",11,0.261904761904762
"B09",42,"Oribi",2,0.0476190476190476
"C06",42,"Oribi",38,0.904761904761905
"C08",42,"Oribi",9,0.214285714285714
"D03",42,"Oribi",8,0.19047619047619
"D05",42,"Oribi",15,0.357142857142857
"D07",17,"Oribi",4,0.235294117647059
"D09",0,"Oribi",0,NA
"E02",42,"Oribi",142,3.38095238095238
"E04",42,"Oribi",11,0.261904761904762
"E06",42,"Oribi",2,0.0476190476190476
"E08",42,"Oribi",0,0
"E10",42,"Oribi",1,0.0238095238095238
"E12",42,"Oribi",0,0
"F01",42,"Oribi",33,0.785714285714286
"F03",42,"Oribi",4,0.0952380952380952
"F05",0,"Oribi",2,NA
"F07",42,"Oribi",11,0.261904761904762
"F09",42,"Oribi",0,0
"F11",42,"Oribi",3,0.0714285714285714
"G02",32,"Oribi",19,0.59375
"G04",42,"Oribi",9,0.214285714285714
"G06",42,"Oribi",1,0.0238095238095238
"G08",42,"Oribi",1,0.0238095238095238
"G10",42,"Oribi",1,0.0238095238095238
"G12",42,"Oribi",0,0
"H03",42,"Oribi",5,0.119047619047619
"H05",42,"Oribi",2,0.0476190476190476
"H07",42,"Oribi",2,0.0476190476190476
"H09",42,"Oribi",1,0.0238095238095238
"H11",42,"Oribi",0,0
"H13",42,"Oribi",0,0
"I04",42,"Oribi",29,0.69047619047619
"I06",42,"Oribi",5,0.119047619047619
"I08",42,"Oribi",5,0.119047619047619
"I10",42,"Oribi",10,0.238095238095238
"I12",42,"Oribi",2,0.0476190476190476
"I14",42,"Oribi",11,0.261904761904762
"J03",42,"Oribi",1,0.0238095238095238
"J05",42,"Oribi",1,0.0238095238095238
"J07",42,"Oribi",13,0.30952380952381
"J09",42,"Oribi",0,0
"J11",42,"Oribi",0,0
"J13",42,"Oribi",10,0.238095238095238
"K04",0,"Oribi",1,NA
"K06",42,"Oribi",0,0
"K08",42,"Oribi",4,0.0952380952380952
"K10",42,"Oribi",0,0
"K12",42,"Oribi",0,0
"L05",42,"Oribi",8,0.19047619047619
"L07",42,"Oribi",0,0
"L09",40,"Oribi",2,0.05
"L11",42,"Oribi",1,0.0238095238095238
"L13",42,"Oribi",0,0
"M08",42,"Oribi",12,0.285714285714286
"M10",42,"Oribi",14,0.333333333333333
"A06",42,"Reedbuck",4,0.0952380952380952
"A08",42,"Reedbuck",2,0.0476190476190476
"A10",42,"Reedbuck",1,0.0238095238095238
"B05",42,"Reedbuck",6,0.142857142857143
"B07",42,"Reedbuck",5,0.119047619047619
"B09",42,"Reedbuck",2,0.0476190476190476
"C06",42,"Reedbuck",13,0.30952380952381
"C08",42,"Reedbuck",0,0
"D03",42,"Reedbuck",0,0
"D05",42,"Reedbuck",1,0.0238095238095238
"D07",17,"Reedbuck",2,0.117647058823529
"D09",0,"Reedbuck",0,NA
"E02",42,"Reedbuck",22,0.523809523809524
"E04",42,"Reedbuck",4,0.0952380952380952
"E06",42,"Reedbuck",3,0.0714285714285714
"E08",42,"Reedbuck",0,0
"E10",42,"Reedbuck",8,0.19047619047619
"E12",42,"Reedbuck",1,0.0238095238095238
"F01",42,"Reedbuck",6,0.142857142857143
"F03",42,"Reedbuck",0,0
"F05",0,"Reedbuck",0,NA
"F07",42,"Reedbuck",4,0.0952380952380952
"F09",42,"Reedbuck",0,0
"F11",42,"Reedbuck",0,0
"G02",32,"Reedbuck",0,0
"G04",42,"Reedbuck",0,0
"G06",42,"Reedbuck",0,0
"G08",42,"Reedbuck",0,0
"G10",42,"Reedbuck",0,0
"G12",42,"Reedbuck",0,0
"H03",42,"Reedbuck",0,0
"H05",42,"Reedbuck",0,0
"H07",42,"Reedbuck",3,0.0714285714285714
"H09",42,"Reedbuck",1,0.0238095238095238
"H11",42,"Reedbuck",0,0
"H13",42,"Reedbuck",0,0
"I04",42,"Reedbuck",11,0.261904761904762
"I06",42,"Reedbuck",0,0
"I08",42,"Reedbuck",0,0
"I10",42,"Reedbuck",0,0
"I12",42,"Reedbuck",0,0
"I14",42,"Reedbuck",0,0
"J03",42,"Reedbuck",0,0
"J05",42,"Reedbuck",1,0.0238095238095238
"J07",42,"Reedbuck",1,0.0238095238095238
"J09",42,"Reedbuck",0,0
"J11",42,"Reedbuck",0,0
"J13",42,"Reedbuck",1,0.0238095238095238
"K04",0,"Reedbuck",0,NA
"K06",42,"Reedbuck",0,0
"K08",42,"Reedbuck",0,0
"K10",42,"Reedbuck",0,0
"K12",42,"Reedbuck",0,0
"L05",42,"Reedbuck",4,0.0952380952380952
"L07",42,"Reedbuck",0,0
"L09",40,"Reedbuck",0,0
"L11",42,"Reedbuck",0,0
"L13",42,"Reedbuck",0,0
"M08",42,"Reedbuck",4,0.0952380952380952
"M10",42,"Reedbuck",4,0.0952380952380952
"A06",42,"Sable_antelope",0,0
"A08",42,"Sable_antelope",0,0
"A10",42,"Sable_antelope",0,0
"B05",42,"Sable_antelope",1,0.0238095238095238
"B07",42,"Sable_antelope",1,0.0238095238095238
"B09",42,"Sable_antelope",0,0
"C06",42,"Sable_antelope",1,0.0238095238095238
"C08",42,"Sable_antelope",0,0
"D03",42,"Sable_antelope",1,0.0238095238095238
"D05",42,"Sable_antelope",0,0
"D07",17,"Sable_antelope",0,0
"D09",0,"Sable_antelope",0,NA
"E02",42,"Sable_antelope",0,0
"E04",42,"Sable_antelope",1,0.0238095238095238
"E06",42,"Sable_antelope",0,0
"E08",42,"Sable_antelope",0,0
"E10",42,"Sable_antelope",0,0
"E12",42,"Sable_antelope",0,0
"F01",42,"Sable_antelope",0,0
"F03",42,"Sable_antelope",0,0
"F05",0,"Sable_antelope",0,NA
"F07",42,"Sable_antelope",3,0.0714285714285714
"F09",42,"Sable_antelope",1,0.0238095238095238
"F11",42,"Sable_antelope",8,0.19047619047619
"G02",32,"Sable_antelope",0,0
"G04",42,"Sable_antelope",0,0
"G06",42,"Sable_antelope",0,0
"G08",42,"Sable_antelope",0,0
"G10",42,"Sable_antelope",0,0
"G12",42,"Sable_antelope",1,0.0238095238095238
"H03",42,"Sable_antelope",0,0
"H05",42,"Sable_antelope",0,0
"H07",42,"Sable_antelope",0,0
"H09",42,"Sable_antelope",1,0.0238095238095238
"H11",42,"Sable_antelope",0,0
"H13",42,"Sable_antelope",0,0
"I04",42,"Sable_antelope",0,0
"I06",42,"Sable_antelope",0,0
"I08",42,"Sable_antelope",2,0.0476190476190476
"I10",42,"Sable_antelope",0,0
"I12",42,"Sable_antelope",1,0.0238095238095238
"I14",42,"Sable_antelope",0,0
"J03",42,"Sable_antelope",0,0
"J05",42,"Sable_antelope",0,0
"J07",42,"Sable_antelope",0,0
"J09",42,"Sable_antelope",0,0
"J11",42,"Sable_antelope",1,0.0238095238095238
"J13",42,"Sable_antelope",6,0.142857142857143
"K04",0,"Sable_antelope",0,NA
"K06",42,"Sable_antelope",0,0
"K08",42,"Sable_antelope",0,0
"K10",42,"Sable_antelope",0,0
"K12",42,"Sable_antelope",0,0
"L05",42,"Sable_antelope",0,0
"L07",42,"Sable_antelope",0,0
"L09",40,"Sable_antelope",0,0
"L11",42,"Sable_antelope",0,0
"L13",42,"Sable_antelope",1,0.0238095238095238
"M08",42,"Sable_antelope",1,0.0238095238095238
"M10",42,"Sable_antelope",0,0
"A06",42,"Warthog",10,0.238095238095238
"A08",42,"Warthog",10,0.238095238095238
"A10",42,"Warthog",1,0.0238095238095238
"B05",42,"Warthog",17,0.404761904761905
"B07",42,"Warthog",17,0.404761904761905
"B09",42,"Warthog",16,0.380952380952381
"C06",42,"Warthog",17,0.404761904761905
"C08",42,"Warthog",11,0.261904761904762
"D03",42,"Warthog",6,0.142857142857143
"D05",42,"Warthog",24,0.571428571428571
"D07",17,"Warthog",27,1.58823529411765
"D09",0,"Warthog",0,NA
"E02",42,"Warthog",12,0.285714285714286
"E04",42,"Warthog",20,0.476190476190476
"E06",42,"Warthog",22,0.523809523809524
"E08",42,"Warthog",4,0.0952380952380952
"E10",42,"Warthog",5,0.119047619047619
"E12",42,"Warthog",0,0
"F01",42,"Warthog",94,2.23809523809524
"F03",42,"Warthog",9,0.214285714285714
"F05",0,"Warthog",4,NA
"F07",42,"Warthog",19,0.452380952380952
"F09",42,"Warthog",4,0.0952380952380952
"F11",42,"Warthog",10,0.238095238095238
"G02",32,"Warthog",19,0.59375
"G04",42,"Warthog",15,0.357142857142857
"G06",42,"Warthog",4,0.0952380952380952
"G08",42,"Warthog",3,0.0714285714285714
"G10",42,"Warthog",1,0.0238095238095238
"G12",42,"Warthog",5,0.119047619047619
"H03",42,"Warthog",31,0.738095238095238
"H05",42,"Warthog",11,0.261904761904762
"H07",42,"Warthog",48,1.14285714285714
"H09",42,"Warthog",4,0.0952380952380952
"H11",42,"Warthog",4,0.0952380952380952
"H13",42,"Warthog",3,0.0714285714285714
"I04",42,"Warthog",94,2.23809523809524
"I06",42,"Warthog",3,0.0714285714285714
"I08",42,"Warthog",37,0.880952380952381
"I10",42,"Warthog",4,0.0952380952380952
"I12",42,"Warthog",3,0.0714285714285714
"I14",42,"Warthog",2,0.0476190476190476
"J03",42,"Warthog",3,0.0714285714285714
"J05",42,"Warthog",26,0.619047619047619
"J07",42,"Warthog",55,1.30952380952381
"J09",42,"Warthog",10,0.238095238095238
"J11",42,"Warthog",1,0.0238095238095238
"J13",42,"Warthog",27,0.642857142857143
"K04",0,"Warthog",6,NA
"K06",42,"Warthog",301,7.16666666666667
"K08",42,"Warthog",6,0.142857142857143
"K10",42,"Warthog",0,0
"K12",42,"Warthog",1,0.0238095238095238
"L05",42,"Warthog",356,8.47619047619048
"L07",42,"Warthog",2,0.0476190476190476
"L09",40,"Warthog",69,1.725
"L11",42,"Warthog",62,1.47619047619048
"L13",42,"Warthog",1,0.0238095238095238
"M08",42,"Warthog",87,2.07142857142857
"M10",42,"Warthog",52,1.23809523809524
"A06",42,"Waterbuck",20,0.476190476190476
"A08",42,"Waterbuck",4,0.0952380952380952
"A10",42,"Waterbuck",2,0.0476190476190476
"B05",42,"Waterbuck",20,0.476190476190476
"B07",42,"Waterbuck",28,0.666666666666667
"B09",42,"Waterbuck",15,0.357142857142857
"C06",42,"Waterbuck",4,0.0952380952380952
"C08",42,"Waterbuck",6,0.142857142857143
"D03",42,"Waterbuck",24,0.571428571428571
"D05",42,"Waterbuck",30,0.714285714285714
"D07",17,"Waterbuck",25,1.47058823529412
"D09",0,"Waterbuck",0,NA
"E02",42,"Waterbuck",85,2.02380952380952
"E04",42,"Waterbuck",61,1.45238095238095
"E06",42,"Waterbuck",96,2.28571428571429
"E08",42,"Waterbuck",46,1.0952380952381
"E10",42,"Waterbuck",10,0.238095238095238
"E12",42,"Waterbuck",0,0
"F01",42,"Waterbuck",126,3
"F03",42,"Waterbuck",11,0.261904761904762
"F05",0,"Waterbuck",15,NA
"F07",42,"Waterbuck",92,2.19047619047619
"F09",42,"Waterbuck",1,0.0238095238095238
"F11",42,"Waterbuck",7,0.166666666666667
"G02",32,"Waterbuck",52,1.625
"G04",42,"Waterbuck",6,0.142857142857143
"G06",42,"Waterbuck",8,0.19047619047619
"G08",42,"Waterbuck",18,0.428571428571429
"G10",42,"Waterbuck",0,0
"G12",42,"Waterbuck",1,0.0238095238095238
"H03",42,"Waterbuck",30,0.714285714285714
"H05",42,"Waterbuck",122,2.9047619047619
"H07",42,"Waterbuck",64,1.52380952380952
"H09",42,"Waterbuck",2,0.0476190476190476
"H11",42,"Waterbuck",0,0
"H13",42,"Waterbuck",0,0
"I04",42,"Waterbuck",112,2.66666666666667
"I06",42,"Waterbuck",13,0.30952380952381
"I08",42,"Waterbuck",43,1.02380952380952
"I10",42,"Waterbuck",2,0.0476190476190476
"I12",42,"Waterbuck",1,0.0238095238095238
"I14",42,"Waterbuck",1,0.0238095238095238
"J03",42,"Waterbuck",178,4.23809523809524
"J05",42,"Waterbuck",26,0.619047619047619
"J07",42,"Waterbuck",27,0.642857142857143
"J09",42,"Waterbuck",7,0.166666666666667
"J11",42,"Waterbuck",0,0
"J13",42,"Waterbuck",10,0.238095238095238
"K04",0,"Waterbuck",43,NA
"K06",42,"Waterbuck",14,0.333333333333333
"K08",42,"Waterbuck",2,0.0476190476190476
"K10",42,"Waterbuck",0,0
"K12",42,"Waterbuck",0,0
"L05",42,"Waterbuck",127,3.02380952380952
"L07",42,"Waterbuck",1,0.0238095238095238
"L09",40,"Waterbuck",10,0.25
"L11",42,"Waterbuck",10,0.238095238095238
"L13",42,"Waterbuck",3,0.0714285714285714
"M08",42,"Waterbuck",65,1.54761904761905
"M10",42,"Waterbuck",32,0.761904761904762
"A06",42,"Wildebeest",6,0.142857142857143
"A08",42,"Wildebeest",0,0
"A10",42,"Wildebeest",0,0
"B05",42,"Wildebeest",1,0.0238095238095238
"B07",42,"Wildebeest",37,0.880952380952381
"B09",42,"Wildebeest",0,0
"C06",42,"Wildebeest",0,0
"C08",42,"Wildebeest",0,0
"D03",42,"Wildebeest",0,0
"D05",42,"Wildebeest",0,0
"D07",17,"Wildebeest",3,0.176470588235294
"D09",0,"Wildebeest",0,NA
"E02",42,"Wildebeest",0,0
"E04",42,"Wildebeest",0,0
"E06",42,"Wildebeest",0,0
"E08",42,"Wildebeest",4,0.0952380952380952
"E10",42,"Wildebeest",0,0
"E12",42,"Wildebeest",0,0
"F01",42,"Wildebeest",0,0
"F03",42,"Wildebeest",0,0
"F05",0,"Wildebeest",0,NA
"F07",42,"Wildebeest",3,0.0714285714285714
"F09",42,"Wildebeest",1,0.0238095238095238
"F11",42,"Wildebeest",1,0.0238095238095238
"G02",32,"Wildebeest",0,0
"G04",42,"Wildebeest",0,0
"G06",42,"Wildebeest",0,0
"G08",42,"Wildebeest",0,0
"G10",42,"Wildebeest",0,0
"G12",42,"Wildebeest",0,0
"H03",42,"Wildebeest",0,0
"H05",42,"Wildebeest",0,0
"H07",42,"Wildebeest",0,0
"H09",42,"Wildebeest",0,0
"H11",42,"Wildebeest",0,0
"H13",42,"Wildebeest",0,0
"I04",42,"Wildebeest",0,0
"I06",42,"Wildebeest",0,0
"I08",42,"Wildebeest",0,0
"I10",42,"Wildebeest",0,0
"I12",42,"Wildebeest",0,0
"I14",42,"Wildebeest",0,0
"J03",42,"Wildebeest",0,0
"J05",42,"Wildebeest",0,0
"J07",42,"Wildebeest",0,0
"J09",42,"Wildebeest",0,0
"J11",42,"Wildebeest",0,0
"J13",42,"Wildebeest",0,0
"K04",0,"Wildebeest",0,NA
"K06",42,"Wildebeest",0,0
"K08",42,"Wildebeest",0,0
"K10",42,"Wildebeest",0,0
"K12",42,"Wildebeest",0,0
"L05",42,"Wildebeest",0,0
"L07",42,"Wildebeest",0,0
"L09",40,"Wildebeest",0,0
"L11",42,"Wildebeest",0,0
"L13",42,"Wildebeest",0,0
"M08",42,"Wildebeest",0,0
"M10",42,"Wildebeest",0,0
